song_id,z1,z2,z3,z4,z5,z6,z7,z8,genre_clean,language
SOFIYUN12AB0184842,-0.00085776614,-0.0018337485,-6.761239e-05,-0.00095008314,0.0004917884,-0.00028658286,0.00025036512,0.0007920731,other,en
SOIHVVZ12A8C138E9D,-0.0010484533,-0.0023842966,-0.00091608916,-0.0020247009,0.0003890337,0.001444052,-0.00030977093,1.8645078e-06,blues-rock,en
SOJIRAY12A8C141F8B,0.00022565492,0.0008301004,0.0011363002,0.0015465152,-0.0013779057,-0.0020870129,-0.0001068986,0.0010515801,other,en
SOMGMSS12A8C13492A,0.00014073623,0.0010611573,0.00059440377,0.0018268619,-0.0016338584,-0.0032802513,0.0008959584,0.0015149871,other,en
SOMAFQT12A8AE47E8D,2.7432572e-05,0.00027535856,0.0011852323,0.003209969,-0.00038320466,-0.002062939,-0.0016584154,0.0017219866,dancehall,en
SOSNDGZ12AB017D82F,0.00023517502,0.0005080239,0.0015015152,0.001116544,-0.0010937075,-0.0010525258,-0.0008111778,0.0006527277,blues-rock,en
SOOOCMS12A8C1413F3,-0.00073201244,-0.0014299676,0.00016260357,-6.177835e-05,0.00039772713,-0.0011170283,0.00025698915,0.0012018755,other,en
SOHJXBB12A8C1437B7,0.00050988037,0.000230351,0.0025347632,-0.0022648964,-0.0014827007,0.0020272797,-0.000980462,-0.0013856143,blues-rock,en
SOIKPOX12A58A7BA0B,-5.8296137e-05,0.000104424544,0.00043618446,-0.0006053969,-0.0014075162,-0.00075886026,0.0005722698,0.00023325579,other,en
SONTYQS12AB017F461,0.00015296612,0.0007026284,0.00093325775,0.00038399734,-0.0015684919,-0.0019178716,0.0007649604,0.00072893314,other,en
SOVZOZW12AB018881A,0.0006397793,0.00029843114,0.0020768624,-0.0047373604,-0.0024880706,0.004130844,-0.00066651683,-0.0029632188,roots reggae,en
SOYMQQN12A58A7D293,-0.00030856102,-0.0009500729,0.0010635536,-0.0008835383,-0.00015717838,0.00020783953,-0.00036852714,0.00023456244,other,en
SOKRTAB12A8C1371C9,2.0406325e-05,-0.00051305117,0.0018367548,0.000391623,-0.00016625854,0.00066045485,-0.0019825012,0.00019906089,other,en
SOMZNFA12A6D4F8A2A,-1.3769488e-05,-0.00057121925,0.0015367963,-0.0028114542,-0.0009520927,0.0012895865,0.00025914144,-0.00088301674,other,en
SOIGFAH12A8AE4697D,-0.0024978905,-0.00090983976,-0.0004012707,-0.0007479843,-0.0033285704,-0.0007576691,0.0024333275,-0.0014949208,dancehall,en
SOGLXHC12A58A7C184,6.097753e-05,-0.00031524897,0.0018399055,0.0014735684,-0.00010051904,0.00012604985,-0.002396631,0.00061960425,other,en
SOSMUXL12A8C136808,-0.0011206103,-0.0018883231,0.00069498905,0.00033074617,0.0005514042,-0.00015113316,-0.0008228598,0.00070542656,other,en
SOYBJJE12A8C13CC79,-0.0006846717,-0.0014848178,0.00017524615,-0.002918359,-0.0002549179,-9.235088e-05,0.0017708177,4.8288144e-05,other,en
SOQKFHB12AB0186B13,-0.00048092066,-0.0015892703,0.0005972554,-0.008438516,-0.0014536825,0.0025405,0.0040130755,-0.0024489062,progressive house,en
SOYPBEP12A8AE4853A,8.242135e-05,2.3182016e-05,0.0014092,-0.00015783682,-0.0009254328,-0.00034211855,-0.00041681994,0.00023278408,other,en
SOAGBQA12AB0180400,-0.0006592927,0.0027299281,-0.00036168844,0.0059338873,-0.0007358014,-0.0052370667,6.585196e-05,0.0040523885,pop rock,en
SOSQIHH12A8C13370B,-0.00025884854,-0.0011352957,0.001447164,-0.0009178426,8.724071e-05,0.0010171821,-0.001190929,-2.6137102e-05,other,en
SOIFGXP12AB0182AE8,0.00013049773,-5.24763e-05,0.0012335096,-0.0058280155,-0.0022875199,0.0013315696,0.0029662512,-0.0019238275,other,en
SOGHPNO12A582A2482,-0.0005131416,-0.0012297318,0.0004008516,-0.004179137,-0.00079583284,0.0004704697,0.002332881,-0.0006265091,other,en
SOHKLCA12A8C1414AB,9.720784e-05,6.5094326e-05,0.0015451423,0.0015572086,-0.00051975425,-0.0007292554,-0.0015640855,0.00082811574,other,en
SODOBCV12A8C135BB3,-0.00073345785,-0.0023387559,0.00077890523,-0.0053879544,0.00010880106,0.0024947524,0.0012711305,-0.0012980886,other,en
SOESBTV12A8C1407EB,9.372248e-06,0.00035670726,0.00096684287,0.0023942422,-0.0007054593,-0.0022229115,-0.0007490907,0.0015360895,other,en
SOEKXKK12A8C1367A0,-0.00021921133,-7.808069e-05,0.0004594744,-4.4401735e-05,-0.00094558997,-0.0018514087,0.0010565743,0.0009245714,other,en
SOCOSSE12AB01828C7,-0.0005255976,-0.0015507792,0.0004542491,-0.003303824,-0.0003625243,0.0016160561,0.00046824198,-0.00074089225,other,en
SORXMMR12A6D4FBCF7,-0.0002836372,-0.00048338063,0.00054969767,-0.00092817843,-0.00075959985,-0.00081433076,0.00078769727,0.00043677166,other,en
SONWNRW12AB018290A,0.00040249748,0.00047023408,0.0016510611,-0.0052894503,-0.0026257324,0.0013680365,0.0024581794,-0.0020212047,other,en
SORKWDV12A8C13B43B,-0.0016320689,-0.003967421,-0.0017309999,-0.0028905906,0.0015025488,0.0032975068,-0.0013266564,-0.00032647792,heavy metal,en
SOSFURN12A58A7AC5F,-0.00015218498,-0.00021607894,0.00049367454,0.0012840144,-0.0006401106,-0.0006396724,-0.0012274731,0.0008182251,dancehall,en
SOBOJXY12A6D4F79A0,0.00040288852,0.0009089429,0.0015831289,0.00030780397,-0.0016957815,-0.0010089343,-0.000110199675,0.00024759397,other,en
SOZNTZO12A8C13AA7E,-0.0005450618,0.000608474,0.00079429685,-0.00013630278,-0.0011832335,-0.0018702587,0.0022106022,0.0004298198,other,en
SOPGCJJ12A58A796B7,-0.00010634621,-2.3288652e-05,0.0006935294,-0.0014276356,-0.0013088884,-0.0010534581,0.0014765747,0.00020733383,other,en
SOAODBX12AB01829C5,0.0003735153,0.0008463254,0.0016829143,0.0020587128,-0.0011790978,-0.0013734419,-0.001317254,0.00088822143,other,en
SOSNAWZ12A6D4F74DF,-0.003057831,-0.0043626837,-0.0058731292,-0.0016810168,0.0049944827,0.0018366436,0.0038563292,0.006636513,other,en
SOOLZKK12A58A80000,-0.0005363171,-0.0016939426,0.0012320899,0.00092197955,0.0010873778,0.00055147894,-0.0023897649,0.00089329435,other,en
SOFYJDL12A58A7DD52,-0.00031683256,-0.00031067617,0.00047035597,0.0012036748,-0.0003929725,-0.00204115,0.000116318464,0.0014335294,other,en
SOVNTGC12AB01818F3,-9.872869e-05,0.00016205106,0.00050304213,-0.0015331451,-0.0015571452,-0.0014984515,0.0020443182,0.000281699,other,en
SOHOPYC12AB0188EFC,-0.00031834154,-0.00025273813,0.00033179135,0.00031562336,-0.00069621694,-0.0020245481,0.0009055557,0.0011662333,other,en
SOQKBQI12AB0182711,-0.0029292824,-0.007835903,-0.0077723297,-0.0044273715,0.003498115,0.005776914,-0.0021558185,-0.00097183697,dance pop,en
SOUZAFY12A8C136709,-0.00033254654,-0.0006082589,0.0006038273,-0.00072572567,-0.00054473605,-0.00090897176,0.0006691832,0.00058643986,other,en
SOHPAVE12A8AE47190,-0.0003283685,-0.0004414753,0.0005403487,0.0007202197,-0.00036707055,-0.0016467022,0.00013698963,0.0012001535,other,en
SOJCTES12AB01867CC,0.0005338862,0.0010927119,0.001889656,0.00094213895,-0.0016781627,-0.0008820081,-0.0008114283,0.00028465223,other,en
SOLNEKT12AB0187086,-0.00054917496,-0.00058566034,-0.00022333593,-0.001133753,-0.0008028555,-0.0021538762,0.0023426083,0.0009782775,other,en
SOVGOOO12AB0182D50,-0.000111585134,-0.00038547907,0.0014128915,0.002882002,0.00025391974,-0.0009838901,-0.0025134594,0.00147794,hip hop,en
SOBJTHI12A8C133758,-0.0007930506,-0.0017816164,-2.284185e-05,-0.004861919,-0.0004644061,0.00049834885,0.002903265,-0.0005811583,other,en
SOBBCFN12A8C13E4D9,-9.9631725e-05,-0.00016667182,0.0010223164,0.00044569373,-0.00064147834,-0.0010093953,-0.0002718093,0.00074792793,other,en
SONXKIQ12A8C13292A,-0.00016425166,-0.0007579052,0.001413469,-0.00017657503,-0.0001231574,0.0003743209,-0.001176672,0.00027106563,other,en
SOKQLLS12AB0188EC1,-0.0005933648,-0.0015838919,0.00040347024,-0.005654225,-0.0007971412,0.0012864871,0.0028030663,-0.0011992548,other,en
SOIIANJ12AB0184B3E,0.000111766625,0.00031072507,0.001467239,0.0034989594,-0.000302342,-0.0017273668,-0.0022702515,0.0016459711,other,en
SOCNBUC12A81C2075A,0.00047417672,0.00094402814,0.0020421853,0.003523983,-0.0008572402,-0.0013599079,-0.0026556393,0.001229187,other,en
SOBBHAH12A6310FF6B,-0.00051736424,-0.0015489105,-0.00017261063,0.0030823778,0.0014119518,-0.0025781244,-0.0013463218,0.0023181904,other,en
SOBDENU12CF5465247,-0.00029706978,-0.001035207,0.0013994917,0.0017246436,0.0006342386,-3.431551e-05,-0.0024811449,0.0010621562,other,en
SOVPFPD12A8C13921A,-0.00028629438,-0.00072905095,0.00085492,-0.0013814066,-0.0005428875,-0.00016803108,0.00048359204,0.00016118167,other,en
SOHVPTO12A8C138ADF,0.00013328844,-0.00023631938,0.0013789746,-0.0016104914,-0.0011719966,0.0015859315,-0.0009632576,-0.0008489052,other,en
SOUXAJS12AB0184E3B,0.0009468151,0.0016415087,0.0026391388,-0.00035375915,-0.002446641,0.0002900567,-0.00084505044,-0.0007755337,other,en
SOQXNQP12A8C134AD7,0.00041763438,0.0015389184,0.0011745694,0.0036034659,-0.0015912132,-0.003349455,-0.0006247815,0.0018086061,blues-rock,en
SOCIFIF12A8C1378E5,-0.00077293126,-0.0018222104,0.00021238835,-0.003316883,9.289943e-08,0.00040564965,0.001599018,-0.000115931034,other,en
SOWISQE12A6D4F7DBB,0.0006367258,-0.00024858583,0.0012478457,0.0010209531,-9.818538e-05,-0.00069852825,-0.0016016727,0.00017778855,other,en
SOHKKXU12A67ADA08F,8.1716455e-05,0.000497031,0.0010435707,0.0021063816,-0.0009096273,-0.002126811,-0.00058401097,0.0013599135,other,en
SOVKSAD12A8C142C13,-0.00086111936,-0.0022940962,0.0005612322,-0.0016244017,0.00096478825,0.00083886646,-0.00040415954,0.00035891915,other,en
SONUOBX12A8C141070,-0.0016082317,-0.003421004,-0.0029557468,-0.00190375,0.0006990887,0.0029125279,-0.0014789265,-0.00017904723,dance pop,en
SOLVAZN12AB017DBAD,0.00019939279,-0.00056938967,0.0022677882,-0.0031410102,-0.00091833586,0.0026007276,-0.00081448443,-0.0015081279,other,en
SOQGGUN12AC4689CF7,-1.48216495e-05,-0.00018091127,0.001541873,0.00309306,0.00011608284,-0.0010263622,-0.002653165,0.0014631422,other,en
SOTKJVT12A6D4FAB59,0.00026771217,0.00034139724,0.0019015775,0.002375275,-0.00054386514,-0.0006649103,-0.0023630857,0.00089964876,other,en
SOMWSER12AAF3B3B53,-8.1668026e-05,-2.3057684e-05,0.0008053514,-0.0011087544,-0.001211719,-0.0009762412,0.0011068461,0.00026018638,other,en
SORZLQQ12A8C137BB6,0.00026958156,0.0010320749,0.001161484,0.00282282,-0.0012645293,-0.0026538651,-0.00066301925,0.0015351595,other,en
SOAHPOW12A8C142E38,0.0002662507,8.306187e-05,0.0019301316,-0.0010134298,-0.0011164054,0.00074693095,-0.00077938195,-0.00046591274,other,en
SOQRRHL12AB017A67C,-7.037609e-05,-0.00016968744,0.0009542346,-0.0018572379,-0.001222766,-0.00034919102,0.0011236477,-0.0001319102,hip hop,en
SOENOQK12AB01864B9,5.5318116e-05,0.00036068168,0.00087559805,-0.0008876715,-0.0015414611,-0.0012799911,0.0012377072,0.00027782284,other,en
SOMMZQP12AB0186FFE,-0.00012856128,-0.00043961965,0.00076860545,-9.727664e-05,-0.00048966415,-0.0009900415,0.00011107791,0.0006094272,other,en
SOMLDJP12A6D4FD967,-0.00053359044,-0.0011911346,0.0006925634,0.0011743028,0.0005443215,-0.0008731345,-0.0011099656,0.0013268981,other,en
SOXSCPE12CF5F88012,-0.005868613,-0.0089062555,-0.014582409,-0.0035270117,0.008002981,0.0072323736,0.0036170548,0.008506817,dance pop,en
SOMXLQP12AB018284C,-0.0011346209,-0.0021865945,-0.00032774126,0.0010696594,0.0013815074,-0.0016206969,-0.0002671238,0.0020343028,other,en
SOAHNZK12A6D4F79A9,-0.0008002835,-0.0009741229,-0.0008992767,0.0028883629,0.00029236102,-0.0025706496,-0.0006582537,0.0023579895,latin jazz,en
SOOBOIA12AAF3B268E,-0.00047110312,-0.00073889457,-1.9306317e-05,-0.0043727234,-0.0014183444,-0.00059797894,0.0036435062,-0.00045186188,other,en
SOPTAMD12A58A7CFF3,5.046965e-05,-4.4684857e-06,0.001398566,0.0007834509,-0.00066422054,-0.00064924546,-0.0009491723,0.0006201165,other,en
SOFPYLJ12A6D4F843F,-0.00043186138,-0.0010591559,0.000571053,-0.0032090377,-0.0007029406,0.00027278997,0.0016667228,-0.00036178622,other,en
SOWYFAX12A6D4F7A3D,-0.001257552,-0.0023436416,-0.00061751413,0.0006750617,0.001398698,-0.0018242206,0.00029798644,0.002080678,other,en
SOOIZES12AB018A80F,-0.000103399274,-0.0012574368,0.0019879914,-0.0028878339,-0.00019013043,0.0026751915,-0.0011455787,-0.0011749351,other,en
SODXUGT12A58A78B78,0.00013679138,0.00028054044,0.0013297383,7.9814345e-05,-0.0011447042,-0.0007839436,-0.00016082171,0.0003658235,other,en
SONZYRS12A8C141A13,0.0003780058,0.0010153637,0.0011646659,-0.0024424102,-0.0025578262,-0.00087426044,0.0022443323,-0.00058283005,other,en
SOWLJJU12A81C2224B,-0.00037795387,-0.0010681888,0.00083015556,-0.002459297,-0.00046520843,0.00045669358,0.0007946361,-0.00023435894,other,en
SOVMSTD12A6D4F9840,2.7051428e-06,-0.0005116528,0.001824813,0.0010816548,2.1946616e-06,0.000408981,-0.0023444488,0.000484447,other,en
SOIZQWP12AAF3B51CA,0.00045814388,0.00080558937,0.0019067654,0.00044232793,-0.0015034885,-0.0004283758,-0.0008432823,9.007426e-05,other,en
SOPAESK12A58A7BA11,-0.0014538699,-0.005919601,-0.0045659,-0.0020760056,0.003250739,0.004473569,-0.0036447586,-0.000912589,ccm,en
SOWPSOV12A8C13FFE5,-0.00023498747,-0.0007565981,0.0010396732,-0.0017602816,-0.000579044,0.0002873335,0.00034931954,-0.000113903545,other,en
SOHBUBB12A3F1ED339,-7.876393e-05,-0.0009425217,0.0016308682,-0.004051633,-0.000862487,0.0021930095,0.00042441767,-0.0014218632,other,en
SOGKLCE12AB0186FDC,-0.00042835763,-0.0009456426,0.0009854964,0.0037479382,0.0009789323,-0.0014721369,-0.0028063706,0.0021489644,other,en
SOPQFFJ12AB0183400,0.00027008727,5.4162927e-05,0.0018836361,-0.0022309963,-0.0013972404,0.0011032885,-5.0187577e-05,-0.00092230923,other,en
SOZEYFC12A58A77E0B,-0.00016737764,0.00026827166,0.00032464985,0.000905212,-0.0010883556,-0.0027023284,0.0010987502,0.0013756091,roots reggae,en
SONNDTL12AB0187AC9,-0.0005534884,-0.0015819473,0.0007729933,-0.0026384313,1.1295313e-05,0.0008850014,0.000490909,-0.00023583975,other,en
SOPILFZ12AC468D188,-0.0007923121,-0.0015407922,0.00014877203,0.0009266939,0.0007560274,-0.0013703052,-0.00037734676,0.0016155178,other,en
SOHVQGL12AB01810AD,-2.8267154e-05,0.00035591703,0.000582061,-0.00090898946,-0.0015891173,-0.0017515244,0.001750377,0.00046731718,dance pop,en
SOKDGJC12AB018BFB9,-0.00063516793,-0.0012690141,0.00012474984,-0.002690008,-0.00042894564,-0.0004460048,0.0019415217,0.00016066479,roots reggae,en
SOUGUXL12AB0184B76,-0.0012300486,-0.0028960044,-0.00024098088,-0.0038610138,0.0008999922,0.000808212,0.0016335929,3.769435e-05,other,en
SOMOKFH12A6D4F9EE6,0.00023455382,0.0005784286,0.0013142838,-0.00026646443,-0.0015409037,-0.00096183177,0.00034939498,0.00021844404,blues-rock,en
SOZDDPQ12AF72A8BA8,-0.00017901883,-0.000119719654,0.0005442605,-0.0014250949,-0.0012327539,-0.001213084,0.0016380101,0.00031493558,other,en
SOJOLZE12AC3DFA463,0.0007335502,0.0013323119,0.0024564,0.0026141852,-0.001417879,-0.0007239599,-0.0024835132,0.0005601235,other,en
SOLCJWW12A8C137C98,-0.0002200877,-0.0006456743,0.00097463257,-0.0016635954,-0.00067993987,4.8161484e-05,0.0005158754,-3.8125087e-05,other,en
SOGGBMU12A8C145B5D,-0.0009772015,-0.0023820028,0.0004214954,0.00065512024,0.0016006352,-7.3581e-05,-0.0015175429,0.0013750284,other,en
SOWHPTY12AB0181D50,-0.00058349466,-0.0007189764,-0.00031382393,-0.0026967116,-0.0010689965,-0.0016604913,0.003237715,0.00041916547,other,en
SOABTKM12A8AE4721E,-0.00121692,-0.00082094455,0.0001812185,0.0013302509,0.000115465606,-0.0011988273,0.00092137046,0.002218809,other,en
SOJVAAE12A8BED74B1,-0.0003106105,-0.0011841743,0.0014162575,0.00036700815,0.00045265,0.0005810149,-0.0019002398,0.00051430846,other,en
SOHSBLC12AB0183BC9,-6.4713764e-05,0.0010809205,-0.00017790403,0.0015748087,-0.0018413796,-0.004484468,0.002385382,0.0019327523,other,en
SOELVGK12A8C1337AF,0.00052347104,-0.00054484047,0.0011188977,0.0017167199,0.00037268898,-0.0008738423,-0.0020804806,0.00053334935,other,en
SOQMDPN12AF72A25EE,-0.00037020398,-0.0012662136,0.0013694891,0.0013173725,0.0007664454,0.00026036706,-0.0024285433,0.0009330269,other,en
SOTPQFM12AB017AC9E,-0.0006648946,-0.0017661578,0.0009408619,0.0020299144,0.0013909054,-0.00023286324,-0.0025751796,0.0015394548,other,en
SOPRPES12A8C1372A6,-0.00049695687,-0.00093968026,0.00034166628,-0.0014088806,-0.000414958,-0.0008136714,0.0011769566,0.0005090656,other,en
SOWXSQT12A6D4FC02E,0.0005860685,0.00060509937,0.002484636,-0.0009194203,-0.0015425677,0.0011578724,-0.0012766237,-0.0008342536,other,en
SONSKRD12A6D4F9439,-0.00042760454,-0.0005412786,0.00019468844,-0.0006641671,-0.0006644274,-0.001662978,0.0014048894,0.000882667,chanson,en
SOCQEHT12AB017F37F,0.00061285956,0.0011658394,0.001853909,-0.0021271575,-0.0025236672,1.8923543e-05,0.0010290649,-0.0009298343,other,en
SOWNOXA12AB0184353,-0.00026446697,-0.00085210474,0.0011869778,0.00013118051,1.4238758e-05,-1.6349368e-05,-0.0010498792,0.000553268,other,en
SOEJBBP12AB017F03E,0.0038730423,-0.0018806625,0.00091775914,-0.0039763637,0.0017571924,0.0022039674,-0.002694864,-0.0049496666,other,en
SOACUYZ12CF54662F1,-0.00034727517,-0.0007508816,0.0010625767,0.0038643498,0.00081929425,-0.0015595462,-0.0028136307,0.002131694,other,en
SOXXJWR12AB017F577,-0.001127768,-0.002583825,-0.0012791813,-0.0008675121,0.00067645893,0.0019015148,-0.0016791942,0.00018867105,pop rock,en
SOGATPI12AC960DCAC,-0.00039320416,-0.00065846974,0.00044778292,-0.0006871801,-0.0005084361,-0.0011333842,0.0008674003,0.00071020145,other,en
SOQQPAX12AB0185375,-0.0006012687,-0.0017169034,0.00074308284,-0.0028029457,0.000104818726,0.0010122526,0.00050211884,-0.00027341768,other,en
SONCTTO12AB0183ED1,-0.0012012142,-0.0023396108,-0.00068741536,-0.0028109085,0.0005152642,-0.00077805016,0.0023616068,0.00072598597,other,en
SONARPL12CF5465254,0.0010600828,0.0016753012,0.0029505407,-0.0010525472,-0.0026053796,0.0010054652,-0.0009595223,-0.0012683915,country rock,en
SOGQWTX12AB017FD78,-0.002471156,-0.005538906,-0.0047820997,-0.006828299,0.0010735404,0.005940642,6.428361e-05,-0.0018492527,blues-rock,en
SOZVZIO12AB017C39B,-0.00073682016,-0.001965844,0.0003710955,-0.0050501227,-0.0002576725,0.0013752114,0.0021496704,-0.0009107543,other,en
SOJWIXK12AB018D4B6,0.00047836523,0.00945595,0.009288458,-0.008567063,-0.008046164,-0.010384661,0.0031542573,0.001817957,other,en
SOFSDOM12AB01830F1,0.00020255032,0.0010881945,0.0008547957,0.0053506754,-0.00081654976,-0.0034222705,-0.00206477,0.0024866858,other,en
SOEZJIE12A8C1318B7,-0.00015796453,-0.0009066025,0.0012466232,-0.0048640985,-0.0011637427,0.0017999681,0.0015731547,-0.0014918735,power pop,en
SORKFNI12AB018214B,0.00022591476,-3.4414697e-05,0.0020418547,0.00059197657,-0.00057740265,0.00050006993,-0.0019796311,0.000111592,other,en
SOHUTJL12AB017CFDD,0.0007727781,0.001501272,0.0020876387,-0.0015478935,-0.0026880333,-9.205192e-05,0.00063196477,-0.000875324,other,en
SOOBQGC12AC468CEAA,0.00051768613,0.00011235196,0.0014660372,-0.0010374915,-0.0014120452,0.0003132876,-0.0002674302,-0.00017462717,other,en
SOQWFLA12AF72A8A63,0.00048728392,-0.0014507612,0.00043347606,0.00079343654,0.0011342147,-0.0008426979,-0.0015946971,0.0002896022,other,en
SOZFKKI12AB018602A,0.00037601846,0.0006277147,0.0018897388,0.0014128406,-0.0010809632,-0.00062054954,-0.0015276186,0.0005028299,other,en
SONSSZX12AC4687680,-0.0005270067,-0.0011828262,0.00067529647,0.00076380745,0.00043075113,-0.00077185966,-0.00084375124,0.0011729742,other,en
SOTNAWQ12AB01870F4,-0.0005431314,-0.0010229442,0.00045024807,0.0009351596,0.00027214666,-0.001343308,-0.00039538462,0.0013835225,hip hop,en
SOZQSIB12AC46881EC,-0.0006476933,-0.0016707852,0.00050766894,-0.0030410495,-3.9981212e-05,0.00066297874,0.0010850048,-0.00021341443,chanson,en
SOQLJZN12A8C141701,-0.0008305734,-0.0014578635,-9.175739e-05,0.00078653544,0.0005967966,-0.0017938614,0.00019581243,0.0017160531,other,en
SOAAVJY12A58A8076E,-0.00062757556,-0.0008433289,-0.000120468205,5.2351505e-05,-0.00022497727,-0.002148998,0.0012539411,0.0014019078,other,en
SOAXFFT12A6D4F7B45,0.00021967641,0.00055597536,0.0022339257,0.00031314045,-0.0015576619,0.00025122426,-0.0012462034,-0.00038093328,hip hop,en
SODVYMC12A8C139669,-0.00036245573,-0.0003280756,0.0003186619,0.0010844171,-0.00042913458,-0.0022352133,0.00042688288,0.0014888686,other,en
SOEMZVF12A8C13148C,-0.0014239034,-0.0042889146,0.0022058652,0.003908406,-0.00460559,-0.00058006495,0.0026614908,0.0006014211,blues-rock,en
